,PortfolioValue
2009-05-05,91659.63202574267
2009-05-06,91659.63202574267
2009-05-08,91659.63202574267
2009-05-10,91659.63202574267
2009-05-11,91659.63202574267
2009-06-01,91659.63202574267
2009-06-02,91659.63202574267
2009-06-03,91659.63202574267
2009-06-04,91659.63202574267
2009-06-05,91659.63202574267
2009-06-07,91659.63202574267
2009-06-08,91659.63202574267
2009-06-10,91659.63202574267
2009-06-11,91659.63202574267
2009-07-01,91659.63202574267
2009-07-04,91659.63202574267
2009-07-05,91659.63202574267
2009-07-07,91659.63202574267
2009-07-08,91659.63202574267
2009-07-10,91659.63202574267
2009-07-12,91659.63202574267
2009-08-01,91659.63202574267
2009-08-04,91659.63202574267
2009-08-05,91659.63202574267
2009-08-06,91849.44677348941
2009-08-07,91843.935806683
2009-08-09,91843.935806683
2009-08-10,91843.935806683
2009-08-12,91843.935806683
2009-09-01,91843.935806683
2009-09-02,91843.935806683
2009-09-03,91843.935806683
2009-09-04,91843.935806683
2009-09-06,91843.935806683
2009-09-07,91843.935806683
2009-09-09,91843.935806683
2009-09-10,91843.935806683
2009-09-11,91843.935806683
2009-09-12,91843.935806683
2009-10-02,87333.379560163
2009-10-03,87328.13955738938
2009-10-06,87328.13955738938
2009-10-07,87328.13955738938
2009-10-08,87328.13955738938
2009-10-09,87328.13955738938
2009-10-11,87328.13955738938
2009-10-12,87328.13955738938
2009-11-02,87328.13955738938
2009-11-03,87328.13955738938
2009-11-05,87328.13955738938
2009-11-06,87328.13955738938
2009-11-08,87328.13955738938
2009-11-09,87328.13955738938
2009-11-11,87328.13955738938
2009-11-12,87328.13955738938
2009-12-01,87328.13955738938
2009-12-02,87328.13955738938
2009-12-03,87328.13955738938
2009-12-05,87328.13955738938
2009-12-06,87328.13955738938
2009-12-08,87328.13955738938
2009-12-10,87328.13955738938
2009-12-11,87328.13955738938
2010-01-02,87328.13955738938
2010-01-03,87747.83481177592
2010-01-04,88729.3647736393
2010-01-06,87111.58465706365
2010-01-07,87106.35796198422
2010-01-09,87106.35796198422
2010-01-10,87106.35796198422
2010-01-11,87106.35796198422
2010-01-12,87106.35796198422
2010-02-02,87106.35796198422
2010-02-03,87106.35796198422
2010-02-06,87106.35796198422
2010-02-07,85898.89889049952
2010-02-08,87634.34896978538
2010-02-09,87629.0909088472
2010-02-11,87629.0909088472
2010-02-12,87629.0909088472
2010-03-02,87629.0909088472
2010-03-03,87629.0909088472
2010-03-05,87629.0909088472
2010-03-06,86173.43067725272
2010-03-08,86450.04832741365
2010-03-09,86203.15840804933
2010-03-11,87662.64148838479
2010-03-12,88053.39149301584
2010-04-01,86734.78350740147
2010-04-02,85664.56967383265
2010-04-03,86629.91775462704
2010-04-05,87410.58985407212
2010-04-06,85791.37868891575
2010-04-08,86795.19179668538
2010-04-10,86946.11317347876
2010-04-11,88232.33447829663
2010-05-01,87009.75557454364
2010-05-02,85933.33044178685
2010-05-03,87101.99794451232
2010-05-04,87847.03479353276
2010-05-05,87528.90926749924
2010-05-08,86926.81487490525
2010-05-10,87467.30848311659
2010-05-11,88446.87000127694
2010-06-01,87166.85085147871
2010-06-04,87968.68469186782
2010-06-05,87063.40749275193
2010-06-07,85518.46030430582
2010-06-08,85513.32919668755
2010-06-10,86093.73902481607
2010-06-12,87030.37953041363
2010-07-01,85871.96682601077
2010-07-04,86485.7140882515
2010-07-05,85438.37757599461
2010-07-06,84509.31501310146
2010-07-07,84666.99065082223
2010-07-09,85170.05774607847
2010-07-10,85164.9475426137
2010-07-12,86126.13365708137
2010-08-01,85017.00809209069
2010-08-02,83705.7413995961
2010-08-03,85001.68720190269
2010-08-04,85716.94074902104
2010-08-06,83919.37037997549
2010-08-07,84048.96338131555
2010-08-09,84499.75860632841
2010-08-10,85519.38441315333
2010-08-11,86370.76173824136
2010-08-12,86442.7844466889
2010-09-02,84221.7193346336
2010-09-03,85323.17105876707
2010-09-04,86129.6452227421
2010-09-06,84129.2798857705
2010-09-07,84484.69959619064
2010-09-08,85265.28179283078
2010-09-09,84908.43471882638
2010-09-11,86587.84081759397
2010-09-12,86867.57077968806
2010-10-02,84544.05700489965
2010-10-03,85770.9392102886
2010-10-05,85982.0722834145
2010-10-06,84901.08701662811
2010-10-08,85436.9919273146
2010-10-09,85260.18894696372
2010-10-11,86938.49676724465
2010-10-12,87248.09968508322
2010-11-01,85934.17312742652
2010-11-02,84907.75798196379
2010-11-03,86036.71231618852
2010-11-05,86120.49002249536
2010-11-06,85163.76127021223
2010-11-08,85130.99397474367
2010-11-10,86315.56108686586
2010-11-11,87029.61069544511
2010-12-01,85920.85273800664
2010-12-02,85002.81088600928
2010-12-03,86180.44164584334
2010-12-04,86877.37913045756
2010-12-05,86517.2355445929
2010-12-07,85145.3056679875
2010-12-08,85221.07457180774
2010-12-10,86576.93589113033
2010-12-11,87012.1148815901
2011-01-02,88585.18246884232
2011-01-03,88567.56840686474
2011-01-04,88921.48611878684
2011-01-06,88682.56468355324
2011-01-07,89022.58760177698
2011-01-08,88320.87936480246
2011-01-09,87188.47241047869
2011-01-11,87389.72112627172
2011-01-12,87767.02551199295
2011-02-02,88604.78243235488
2011-02-03,88664.57707080616
2011-02-05,89380.18233973594
2011-02-06,88745.87984091001
2011-02-08,87949.60711295974
2011-02-09,86827.44306686136
2011-02-11,87772.6344828703
2011-02-12,87863.39219523646
2011-03-01,88253.17434175877
2011-03-02,88741.65798620092
2011-03-03,89066.18183684282
2011-03-05,89408.79554909274
2011-03-06,88665.36991604412
2011-03-08,88121.1846738275
2011-03-10,85868.33648673655
2011-03-11,88399.39007313599
2011-04-01,88525.55475925368
2011-04-02,89092.86543138431
2011-04-03,89232.86947653549
2011-04-04,89390.91134345577
2011-04-05,89584.05848477856
2011-04-08,87626.54740202648
2011-04-10,86515.24330115253
2011-04-11,88504.17024679469
2011-05-01,88834.68374564164
2011-05-04,89614.05743979108
2011-05-05,89647.68120440152
2011-05-07,89685.28340758815
2011-05-08,87828.43136304806
2011-05-10,87017.07650269907
2011-05-12,88737.64142445699
2011-06-01,88973.40924114436
2011-06-04,89835.34350871833
2011-06-05,89898.57467524637
2011-06-06,89174.1271252593
2011-06-07,89909.04062823532
2011-06-09,87572.69459040482
2011-06-10,87569.68831870586
2011-06-12,88975.31335867135
2011-07-01,89159.13204340122
2011-07-02,89825.28363947854
2011-07-03,89704.06377224709
2011-07-04,90024.50879053128
2011-07-06,89368.31214602888
2011-07-07,90318.40253743269
2011-07-09,88254.66842092558
2011-07-10,87619.96523238196
2011-07-11,89221.46559214647
2011-07-12,89220.05061370556
2011-08-02,90120.03399499529
2011-08-03,90081.93402591995
2011-08-04,90169.1672499729
2011-08-06,89509.29350680942
2011-08-07,90407.46428566799
2011-08-08,87389.39697814076
2011-08-09,87384.15361432207
2011-08-11,88705.2574451607
2011-08-12,88126.8204658177
2011-09-02,89363.43760141518
2011-09-03,89351.25998102888
2011-09-05,89707.31121398357
2011-09-06,88943.70296432728
2011-09-08,87335.95410546861
2011-09-09,87063.33185214152
2011-09-11,88193.29954504145
2011-09-12,88567.85737078803
2011-10-01,88773.89477002536
2011-10-02,89502.37483263655
2011-10-03,89139.46331958492
2011-10-05,89994.31015336551
2011-10-06,88851.14635507196
2011-10-08,86751.15545302132
2011-10-10,87898.23978904361
2011-10-11,88557.34785541723
2011-11-01,89054.53196534197
2011-11-02,89818.95454651173
2011-11-03,89482.43754858695
2011-11-04,89759.60464794774
2011-11-05,89998.1503696244
2011-11-07,89695.04952790569
2011-11-08,87697.89867142228
2011-11-10,88040.43353063695
2011-11-11,89046.39950473022
2011-12-01,89359.23857246325
2011-12-04,89751.14067631138
2011-12-05,90222.36489687639
2011-12-07,89752.75638380746
2011-12-08,87910.69311332371
2011-12-09,87664.5909015202
2011-12-10,88341.89282554641
2011-12-12,88770.72275592887
2012-01-02,90028.51738810346
2012-01-03,90708.43973073697
2012-01-05,91126.96204199006
2012-01-06,89470.10818668116
2012-01-08,90829.66178682618
2012-01-10,91746.47925871998
2012-01-11,91531.80075412012
2012-02-02,90222.55490696467
2012-02-03,90822.9041595331
2012-02-04,91478.08106745964
2012-02-05,91262.76268073285
2012-02-07,90783.76821925513
2012-02-08,90777.11982905233
2012-02-10,91851.81452241311
2012-02-11,91450.30430814999
2012-03-01,89677.16943038908
2012-03-02,90629.34421503874
2012-03-04,91552.55190017966
2012-03-05,91270.13423618874
2012-03-07,91039.26985525212
2012-03-08,91264.5489800759
2012-03-10,92051.87794323974
2012-03-12,91525.3234381199
2012-04-01,89808.45252524022
2012-04-04,89803.06401808871
2012-04-05,89413.81427397017
2012-04-06,88226.50644875596
2012-04-09,89975.57519653524
2012-04-10,90699.27368021439
2012-04-12,90024.02522144833
2012-05-01,88412.9342796743
2012-05-03,88407.62950361753
2012-05-04,88840.37794876049
2012-05-06,87409.37493652524
2012-05-07,88525.87585947954
2012-05-09,88989.34856433028
2012-05-10,89718.56155313589
2012-05-11,89183.03834364629
2012-05-12,89082.3589805264
2012-06-01,87419.92653804584
2012-06-02,87414.68134245356
2012-06-03,87414.68134245356
2012-06-06,87041.14176423919
2012-06-07,87565.33448173046
2012-06-08,88075.97605728643
2012-06-09,88554.82837296154
2012-06-11,88509.06999505777
2012-06-12,88329.37501957074
2012-07-02,87493.49763237088
2012-07-03,87566.2464945448
2012-07-05,87786.35978604373
2012-07-06,87086.42765340384
2012-07-08,88229.47840724244
2012-07-09,88690.36457147637
2012-07-11,88154.97799071248
2012-07-12,88453.3584110181
2012-08-02,87603.81695304047
2012-08-03,87810.1726107521
2012-08-05,87781.88615058025
2012-08-06,87292.67126846217
